Designator,Footprint,Quantity,Value,LCSC Part #
C1,0402,1,10n,C15195
C2,0402,1,100n,C1525
C3,0402,1,4u7,C23733
U1,LGA-14_3x2.5mm_P0.5mm_LayoutBorder3x4y,1,ICM-42688-P,C1850418
